"state","species","total"
"Mississippi","Chipping Sparrow,House Finch",1
"Mississippi","Chipping Sparrow,Northern Cardinal",1
"Mississippi","Chipping Sparrow,Red-Winged Blackbird",1
"Mississippi","Chipping Sparrow,Tufted Titmouse",1
"Mississippi","Chipping Sparrow,White-Crowned Sparrow",1
"Mississippi","Clay-Colored Sparrow,Eurasian Collared Dove",1
"Mississippi","Clay-Colored Sparrow,Fish Crow",1
"Mississippi","Clay-Colored Sparrow,Indigo Bunting",1
"Mississippi","Clay-Colored Sparrow,Lincolns Sparrow",1
"Mississippi","Clay-Colored Sparrow,White-Crowned Sparrow",1
"Mississippi","Common Grackle,Fish Crow",1
"Mississippi","Common Grackle,House Finch",1
"Mississippi","Common Grackle,House Sparrow",1
"Mississippi","Common Grackle,Northern Cardinal",1
"Mississippi","Common Grackle,Red-Winged Blackbird",1
"Mississippi","Common Grackle,Tufted Titmouse",1
"Mississippi","Common Starling,Red-Winged Blackbird",1
"Mississippi","Dark-Eyed Junco,Fish Crow",1
"Mississippi","Dark-Eyed Junco,Mourning Dove",1
"Mississippi","Dark-Eyed Junco,Purple Finch",1
"Mississippi","Dark-Eyed Junco,Swamp Sparrow",1
"Mississippi","Dark-Eyed Junco,Tufted Titmouse",1
"Mississippi","Dark-Eyed Junco,White-Crowned Sparrow",1
"Mississippi","Dark-Eyed Junco,White-Winged Dove",1
"Mississippi","Dickcissel,Feral Pigeon",1
"Mississippi","Downy Woodpecker,Red-Winged Blackbird",1
"Mississippi","Eastern Bluebird,Feral Pigeon",1
"Mississippi","Eastern Bluebird,Gray Catbird",1
"Mississippi","Eastern Bluebird,Indigo Bunting",1
"Mississippi","Eastern Bluebird,Northern Cardinal",1
"Mississippi","Eastern Bluebird,Northern Mockingbird",1
"Mississippi","Eastern Bluebird,Purple Finch",1
"Mississippi","Eastern Bluebird,White-Breasted Nuthatch",1
"Mississippi","Eastern Meadowlark,Northern Cardinal",1
"Mississippi","Eurasian Collared Dove,Mourning Dove",1
"Mississippi","Eurasian Collared Dove,Purple Finch",1
"Mississippi","Feral Pigeon,Lark Sparrow",1
"Mississippi","Feral Pigeon,Pine Siskin",1
"Mississippi","Feral Pigeon,White-Winged Dove",1
"Mississippi","Field Sparrow,Fish Crow,Gray Catbird",1
"Mississippi","Field Sparrow,House Finch,Purple Finch",1
"Mississippi","Field Sparrow,Purple Finch",1
"Mississippi","Field Sparrow,Tufted Titmouse",1
"Mississippi","Field Sparrow,White-Throated Sparrow",1
"Mississippi","Fish Crow,Fox Sparrow",1
"Mississippi","Fish Crow,Gray Catbird",1
"Mississippi","Fish Crow,House Finch,House Sparrow",1
"Mississippi","Fish Crow,Lincolns Sparrow",1
"Mississippi","Fish Crow,Northern Mockingbird",1
"Mississippi","Fish Crow,Orchard Oriole",1
"Mississippi","Fish Crow,Red-Bellied Woodpecker",1
"Mississippi","Fish Crow,Song Sparrow",1
"Mississippi","Fish Crow,White-Winged Dove",1
"Mississippi","Fox Sparrow,Purple Finch",1
"Mississippi","Fox Sparrow,Red-Winged Blackbird",1
"Mississippi","Golden-Crowned Kinglet,Pine Warbler",1
"Mississippi","Gray Catbird,Red-Winged Blackbird",1
"Mississippi","House Finch,House Wren",1
"Mississippi","House Finch,Painted Bunting",1
"Mississippi","House Finch,Pine Warbler",1
"Mississippi","House Finch,White-Crowned Sparrow",1
"Mississippi","House Finch,White-Throated Sparrow",1
"Mississippi","House Sparrow,Orchard Oriole",1
"Mississippi","House Sparrow,Pine Siskin",1
"Mississippi","House Sparrow,Scaly-Breasted Munia",1
"Mississippi","House Sparrow,Summer Tanager",1
"Mississippi","Inca Dove",1
"Mississippi","Lark Sparrow,Northern Cardinal",1
"Mississippi","Lincolns Sparrow,Red-Winged Blackbird",1
"Mississippi","Lincolns Sparrow,White-Winged Dove",1
"Mississippi","Mourning Dove,Pileated Woodpecker",1
"Mississippi","Mourning Dove,Tufted Titmouse",1
"Mississippi","Northern Cardinal,Northern Mockingbird",1
"Mississippi","Northern Cardinal,Painted Bunting",1
"Mississippi","Northern Cardinal,Red-Headed Woodpecker",1
"Mississippi","Northern Cardinal,Red-Winged Blackbird",1
"Mississippi","Northern Cardinal,Swamp Sparrow",1
"Mississippi","Northern Cardinal,White-Crowned Sparrow",1
"Mississippi","Pine Siskin,Swamp Sparrow",1
"Mississippi","Purple Finch,Red-Bellied Woodpecker",1
"Mississippi","Purple Finch,Scarlet Tanager",1
"Mississippi","Purple Finch,White-Breasted Nuthatch",1
"Mississippi","Purple Finch,White-Winged Dove",1
"Mississippi","Purple Finch,Yellow-Bellied Sapsucker",1
"Mississippi","Purple Finch,Yellow-Throated Warbler",1
"Mississippi","Red-Winged Blackbird,Rose-Breasted Grosbeak",1
"Mississippi","Scaly-Breasted Munia,White-Winged Dove",1
"Mississippi","Song Sparrow,Tufted Titmouse",1
"Mississippi","Tufted Titmouse,White-Breasted Nuthatch",1
"Mississippi","Tufted Titmouse,White-Throated Sparrow",1
"Mississippi","Tufted Titmouse,Yellow-Bellied Sapsucker",1
"Mississippi","Winter Wren",1
"Missouri","Northern Cardinal",281216
"Missouri","House Finch",171004
"Missouri","House Sparrow",78843
"Missouri","Purple Finch",43226
"Missouri","Tufted Titmouse",37544
"Missouri","Common Starling",35158
"Missouri","Black-Capped Chickadee",23502
"Missouri","Dark-Eyed Junco",23032
"Missouri","Eastern Bluebird",22126
"Missouri","American Goldfinch",19982
"Missouri","Pine Siskin",19631
"Missouri","Blue Jay",16486
"Missouri","Red-Winged Blackbird",14406
"Missouri","Brown-Headed Cowbird",10393
"Missouri","White-Breasted Nuthatch",8759
"Missouri","Rose-Breasted Grosbeak",8182
"Missouri","Mourning Dove",7435
"Missouri","Northern Mockingbird",6709
"Missouri","Red-Bellied Woodpecker",6451
"Missouri","Downy Woodpecker",6287
"Missouri","Carolina Wren",5603
"Missouri","Common Grackle",5109
"Missouri","American Robin",4910
"Missouri","White-Throated Sparrow",4628
"Missouri","Orchard Oriole",4289
"Missouri","Gray Catbird",4047
"Missouri","Fish Crow",3562
"Missouri","White-Crowned Sparrow",3098
"Missouri","Lark Sparrow",2889
"Missouri","Song Sparrow",2875
"Missouri","Field Sparrow",2834
"Missouri","Feral Pigeon",2710
"Missouri","Spotted Towhee",2516
"Missouri","Golden-Crowned Kinglet",2387
"Missouri","Scarlet Tanager",2248
"Missouri","Eurasian Collared Dove",2024
"Missouri","American Crow",1831
"Missouri","Indigo Bunting",1819
"Missouri","Red-Headed Woodpecker",1777
"Missouri","Baltimore Oriole",1754
"Missouri","Summer Tanager",1606
"Missouri","Northern Flicker",1436
"Missouri","Pine Warbler",1358
"Missouri","White-Winged Dove",1055
"Missouri","Hairy Woodpecker",957
"Missouri","Chipping Sparrow",907
"Missouri","Eastern Towhee",845
"Missouri","Red Crossbill",838
"Missouri","House Finch,Purple Finch",780
"Missouri","Pileated Woodpecker",763
"Missouri","Fox Sparrow",643
"Missouri","Carolina Chickadee",593
"Missouri","House Sparrow,Northern Cardinal",547
"Missouri","House Sparrow,Lark Sparrow",543
"Missouri","Brewers Blackbird",535
"Missouri","House Finch,Pine Siskin",513
"Missouri","Swamp Sparrow",497
"Missouri","Red-Breasted Nuthatch",478
"Missouri","House Finch,Northern Cardinal",462
"Missouri","House Finch,House Sparrow",419
"Missouri","Carolina Wren,House Sparrow",393
"Missouri","Orange-Crowned Warbler",366
"Missouri","Golden-Crowned Kinglet,House Sparrow",344
"Missouri","Cedar Waxwing",320
"Missouri","Pine Siskin,Purple Finch",257
"Missouri","House Sparrow,Purple Finch",248
"Missouri","House Sparrow,White-Crowned Sparrow",235
"Missouri","Black-Capped Chickadee,House Sparrow",231
"Missouri","Northern Cardinal,Purple Finch",229
"Missouri","Yellow-Bellied Sapsucker",220
"Missouri","House Wren",215
"Missouri","House Sparrow,White-Throated Sparrow",197
"Missouri","Chipping Sparrow,House Sparrow",194
"Missouri","American Goldfinch,Northern Cardinal",191
"Missouri","Blue Grosbeak",181
"Missouri","Lincolns Sparrow",178
"Missouri","American Goldfinch,House Sparrow",170
"Missouri","Brown-Headed Cowbird,House Sparrow",170
"Missouri","House Sparrow,Tufted Titmouse",169
"Missouri","House Sparrow,Rose-Breasted Grosbeak",157
"Missouri","Blue Jay,House Sparrow",148
"Missouri","Feral Pigeon,House Sparrow",148
"Missouri","Evening Grosbeak",143
"Missouri","American Goldfinch,House Finch",139
"Missouri","Black-Capped Chickadee,Northern Cardinal",139
"Missouri","House Sparrow,White-Breasted Nuthatch",133
"Missouri","Gray Catbird,House Sparrow",128
"Missouri","Clay-Colored Sparrow",125
"Missouri","Painted Bunting",125
"Missouri","Ruby-Crowned Kinglet",122
"Missouri","Northern Cardinal,Pine Siskin",116
"Missouri","Dark-Eyed Junco,House Sparrow",115
"Missouri","Downy Woodpecker,House Sparrow",114
"Missouri","Brown-Headed Cowbird,House Finch",109
"Missouri","Tyrant Flycatcher",104
"Missouri","House Sparrow,Pileated Woodpecker",103
"Missouri","American Goldfinch,Purple Finch",102
"Missouri","Fish Crow,Northern Cardinal",101
"Missouri","Eurasian Collared Dove,House Sparrow",100
"Missouri","House Sparrow,Mourning Dove",98
"Missouri","Bobolink",95
"Missouri","Dickcissel",93
"Missouri","Brown Thrasher",92
"Missouri","Fish Crow,House Sparrow",90
"Missouri","House Sparrow,Pine Siskin",90
"Missouri","American Tree Sparrow",87
"Missouri","House Sparrow,Red-Winged Blackbird",86
"Missouri","Common Redpoll",85
"Missouri","Field Sparrow,House Sparrow",78
"Missouri","Blue Jay,Eastern Bluebird",66
"Missouri","Fish Crow,House Finch",66
"Missouri","Common Starling,Red-Winged Blackbird",64
"Missouri","Hummingbird",60
"Missouri","Northern Cardinal,Rose-Breasted Grosbeak",56
"Missouri","Yellow-Throated Warbler",56
"Missouri","Black-Capped Chickadee,Tufted Titmouse",55
"Missouri","Dark-Eyed Junco,Northern Cardinal",54
"Missouri","Carolina Wren,Lark Sparrow",52
"Missouri","Eastern Bluebird,House Sparrow",52
"Missouri","Brown-Headed Cowbird,Eastern Bluebird",50
"Missouri","American Goldfinch,Pine Siskin",47
"Missouri","Eastern Towhee,House Sparrow",47
"Missouri","Feral Pigeon,House Finch",47
"Missouri","Rusty Blackbird",47
"Missouri","Brown-Headed Cowbird,Northern Cardinal",46
"Missouri","Golden-Crowned Kinglet,Lark Sparrow",45
"Missouri","House Finch,Tufted Titmouse",43
"Missouri","Feral Pigeon,Northern Cardinal",40
"Missouri","Northern Cardinal,Tufted Titmouse",40
"Missouri","House Sparrow,Red-Bellied Woodpecker",39
"Missouri","Black-Capped Chickadee,House Finch",38
"Missouri","House Finch,Orchard Oriole",37
"Missouri","House Finch,Red Crossbill",37
"Missouri","Clay-Colored Sparrow,House Sparrow",36
"Missouri","Northern Cardinal,White-Crowned Sparrow",36
"Missouri","Common Starling,House Sparrow",35
"Missouri","Brown-Headed Cowbird,Red-Winged Blackbird",34
"Missouri","Common Grackle,House Sparrow",34
"Missouri","Common Starling,House Finch",34
"Missouri","House Finch,Summer Tanager",33
"Missouri","House Sparrow,Orchard Oriole",33
"Missouri","Brown-Headed Cowbird,Common Starling",32
"Missouri","Brown-Headed Cowbird,Purple Finch",32
"Missouri","House Finch,Rose-Breasted Grosbeak",32
"Missouri","Blue Jay,Fish Crow",31
"Missouri","House Finch,Red-Winged Blackbird",31
"Missouri","Northern Cardinal,Red-Winged Blackbird",31
"Missouri","Eastern Bluebird,House Finch",30
"Missouri","Fish Crow,Purple Finch",30
"Missouri","Blue Jay,Northern Cardinal",29
"Missouri","Brown Creeper",29
"Missouri","House Finch,Pileated Woodpecker",29
"Missouri","House Finch,Red-Headed Woodpecker",29
"Missouri","Eastern Bluebird,Northern Cardinal",28
"Missouri","Eastern Bluebird,Tufted Titmouse",28
"Missouri","House Sparrow,Swamp Sparrow",28
"Missouri","Chipping Sparrow,Lark Sparrow",27
"Missouri","Eastern Bluebird,Fish Crow",27
"Missouri","Eurasian Collared Dove,Northern Cardinal",27
"Missouri","House Sparrow,Northern Mockingbird",27
"Missouri","Purple Finch,Tufted Titmouse",27
"Missouri","Lark Sparrow,White-Crowned Sparrow",26
"Missouri","American Goldfinch,Tufted Titmouse",25
"Missouri","Carolina Wren,Golden-Crowned Kinglet",25
"Missouri","Eastern Bluebird,Mourning Dove",25
"Missouri","Field Sparrow,Northern Cardinal",25
"Missouri","Northern Cardinal,Spotted Towhee",25
"Missouri","House Finch,Indigo Bunting",24
"Missouri","Lark Sparrow,Northern Cardinal",24
"Missouri","House Sparrow,Spotted Towhee",23
"Missouri","Dark-Eyed Junco,House Finch",22
"Missouri","Northern Cardinal,White-Throated Sparrow",22
"Missouri","Common Grackle,House Finch",21
"Missouri","Dark-Eyed Junco,Purple Finch",21
"Missouri","Field Sparrow,House Finch",21
"Missouri","Golden-Crowned Kinglet,Northern Cardinal",21
"Missouri","Winter Wren",21
"Missouri","Eurasian Collared Dove,Mourning Dove",20
"Missouri","Northern Cardinal,Pileated Woodpecker",20
"Missouri","Carolina Wren,Northern Cardinal",19
"Missouri","Downy Woodpecker,Northern Cardinal",19
"Missouri","House Sparrow,Pine Warbler",19
"Missouri","Lark Sparrow,White-Throated Sparrow",19
"Missouri","Northern Cardinal,Orchard Oriole",19
"Missouri","Northern Cardinal,Red-Bellied Woodpecker",19
"Missouri","Black-Capped Chickadee,Dark-Eyed Junco",18
"Missouri","Black-Capped Chickadee,White-Breasted Nuthatch",18
"Missouri","Blue Jay,House Finch",18
"Missouri","Carolina Wren,White-Crowned Sparrow",18
"Missouri","Fish Crow,Tufted Titmouse",18
"Missouri","Lark Sparrow,White-Breasted Nuthatch",18
"Missouri","Purple Finch,Red-Winged Blackbird",18
"Missouri","American Crow,House Sparrow",17
"Missouri","Black-Capped Chickadee,Fish Crow",17
"Missouri","Blue Jay,Red-Winged Blackbird",17
"Missouri","Blue Jay,Tufted Titmouse",17
"Missouri","Carolina Wren,White-Throated Sparrow",17
"Missouri","Cedar Waxwing,House Sparrow",17
"Missouri","Common Grackle,Common Starling",17
"Missouri","Common Starling,Rose-Breasted Grosbeak",17
"Missouri","Dark-Eyed Junco,Tufted Titmouse",17
"Missouri","Fish Crow,Red-Winged Blackbird",17
"Missouri","House Finch,Mourning Dove",17
"Missouri","Wood Thrush",17
"Missouri","American Goldfinch,Brown-Headed Cowbird",16
"Missouri","American Goldfinch,White-Crowned Sparrow",16
"Missouri","Black-Capped Chickadee,Carolina Wren",16
"Missouri","Feral Pigeon,Purple Finch",16
"Missouri","Feral Pigeon,White-Throated Sparrow",16
"Missouri","Golden-Crowned Kinglet,White-Throated Sparrow",16
"Missouri","House Finch,Spotted Towhee",16
"Missouri","House Sparrow,Indigo Bunting",16
"Missouri","Mourning Dove,Northern Cardinal",16
"Missouri","Northern Cardinal,White-Breasted Nuthatch",16
"Missouri","Yellow-Headed Blackbird",16
"Missouri","Black-Capped Chickadee,Lark Sparrow",15
"Missouri","Black-Capped Chickadee,Rose-Breasted Grosbeak",15
"Missouri","Carolina Wren,Chipping Sparrow",15
"Missouri","Chipping Sparrow,Golden-Crowned Kinglet",15
"Missouri","Gray Catbird,Northern Cardinal",15
"Missouri","House Sparrow,Red-Breasted Nuthatch",15
"Missouri","Lark Sparrow,Purple Finch",15
"Missouri","Brown-Headed Cowbird,Feral Pigeon",14
"Missouri","Brown-Headed Cowbird,Fish Crow",14
"Missouri","Chipping Sparrow,White-Crowned Sparrow",14
"Missouri","Common Starling,Fish Crow",14
"Missouri","Fish Crow,White-Crowned Sparrow",14
"Missouri","Golden-Crowned Kinglet,White-Crowned Sparrow",14
"Missouri","House Finch,White-Breasted Nuthatch",14
"Missouri","House Sparrow,Scarlet Tanager",14
"Missouri","Lark Sparrow,Mourning Dove",14
"Missouri","Lark Sparrow,Rose-Breasted Grosbeak",14
"Missouri","Mountain Bluebird",14
"Missouri","Purple Finch,Rose-Breasted Grosbeak",14
"Missouri","American Crow,House Finch",13
"Missouri","Black-Capped Chickadee,Blue Jay",13
"Missouri","Brown-Headed Cowbird,Common Grackle",13
"Missouri","Brown-Headed Cowbird,Golden-Crowned Kinglet",13
"Missouri","Brown-Headed Cowbird,Tufted Titmouse",13
"Missouri","Carolina Wren,Gray Catbird",13
"Missouri","Chipping Sparrow,White-Throated Sparrow",13
"Missouri","Dark-Eyed Junco,Eastern Bluebird",13
"Missouri","Eastern Bluebird,Feral Pigeon",13
"Missouri","Eurasian Collared Dove,White-Crowned Sparrow",13
"Missouri","Fox Sparrow,House Sparrow",13
"Missouri","Gray Catbird,Lark Sparrow",13
"Missouri","House Sparrow,White-Winged Dove",13
"Missouri","American Goldfinch,White-Breasted Nuthatch",12
"Missouri","Baltimore Oriole,House Sparrow",12
"Missouri","Black-Capped Chickadee,Purple Finch",12
"Missouri","Blue Jay,Feral Pigeon",12
"Missouri","Blue Jay,Lark Sparrow",12
"Missouri","Brown-Headed Cowbird,Carolina Wren",12
"Missouri","Carolina Wren,White-Breasted Nuthatch",12
"Missouri","Eastern Bluebird,Eurasian Collared Dove",12
"Missouri","Eurasian Collared Dove,House Finch",12
"Missouri","House Finch,Scarlet Tanager",12
"Missouri","American Crow,Pine Siskin",11
"Missouri","Black-Capped Chickadee,Downy Woodpecker",11
"Missouri","Brown-Headed Cowbird,Lark Sparrow",11
"Missouri","Carolina Wren,Eurasian Collared Dove",11
"Missouri","Common Grackle,Eastern Bluebird",11
"Missouri","Common Starling,Northern Cardinal",11
"Missouri","Dark-Eyed Junco,Lark Sparrow",11
"Missouri","Feral Pigeon,Red-Winged Blackbird",11
"Missouri","Fish Crow,Pine Siskin",11
"Missouri","Golden-Crowned Kinglet,House Sparrow,Lark Sparrow",11
"Missouri","House Finch,White-Throated Sparrow",11
"Missouri","House Sparrow,Red-Headed Woodpecker",11
"Missouri","House Sparrow,Summer Tanager",11
"Missouri","Indigo Bunting,Northern Cardinal",11
"Missouri","American Crow,Common Starling",10
"Missouri","American Goldfinch,Black-Capped Chickadee",10
"Missouri","American Tree Sparrow,House Sparrow",10
"Missouri","Baltimore Oriole,House Finch",10
"Missouri","Black-Capped Chickadee,Golden-Crowned Kinglet",10
"Missouri","Black-Capped Chickadee,White-Crowned Sparrow",10
"Missouri","Blue Jay,Brown-Headed Cowbird",10
"Missouri","Blue Jay,Carolina Wren",10
"Missouri","Blue Jay,Mourning Dove",10
"Missouri","Blue Jay,White-Breasted Nuthatch",10
"Missouri","Brown-Headed Cowbird,Eurasian Collared Dove",10
"Missouri","Brown-Headed Cowbird,Rose-Breasted Grosbeak",10
"Missouri","Brown-Headed Cowbird,White-Crowned Sparrow",10
"Missouri","Carolina Wren,Tufted Titmouse",10
"Missouri","Dark-Eyed Junco,Feral Pigeon",10
"Missouri","Dark-Eyed Junco,Fish Crow",10
"Missouri","Dark-Eyed Junco,Rose-Breasted Grosbeak",10
"Missouri","Eastern Bluebird,Orchard Oriole",10
"Missouri","Eastern Bluebird,Spotted Towhee",10
"Missouri","Field Sparrow,Golden-Crowned Kinglet",10
"Missouri","Golden-Crowned Kinglet,House Finch",10
"Missouri","Golden-Crowned Kinglet,Rose-Breasted Grosbeak",10
"Missouri","House Finch,Pine Warbler",10
"Missouri","Mourning Dove,Purple Finch",10
"Missouri","Northern Cardinal,Red-Headed Woodpecker",10
"Missouri","Northern Cardinal,Scarlet Tanager",10
"Missouri","Orchard Oriole,Purple Finch",10
"Missouri","Purple Finch,Spotted Towhee",10
"Missouri","American Goldfinch,Eastern Bluebird",9
"Missouri","American Goldfinch,Rose-Breasted Grosbeak",9
"Missouri","American Goldfinch,Summer Tanager",9
"Missouri","Black-Capped Chickadee,Gray Catbird",9
"Missouri","Brown-Headed Cowbird,Pine Siskin",9
"Missouri","Brown-Headed Cowbird,White-Throated Sparrow",9
"Missouri","Carolina Wren,Feral Pigeon",9
"Missouri","Carolina Wren,Mourning Dove",9
"Missouri","Carolina Wren,Pileated Woodpecker",9
"Missouri","Chipping Sparrow,House Sparrow,Lark Sparrow",9
"Missouri","Common Grackle,Northern Cardinal",9
"Missouri","Common Starling,Feral Pigeon",9
"Missouri","Eastern Bluebird,Red-Winged Blackbird",9
"Missouri","Feral Pigeon,Tufted Titmouse",9
"Missouri","Field Sparrow,Purple Finch",9
"Missouri","Fish Crow,White-Throated Sparrow",9
"Missouri","Golden-Crowned Kinglet,Purple Finch",9
"Missouri","Hermit Thrush",9
"Missouri","House Finch,Red-Bellied Woodpecker",9
"Missouri","Lark Sparrow,Tufted Titmouse",9
"Missouri","Mourning Dove,White-Winged Dove",9
"Missouri","Northern Cardinal,Summer Tanager",9
"Missouri","Northern Mockingbird,Pileated Woodpecker",9
"Missouri","Pileated Woodpecker,Tufted Titmouse",9
"Missouri","Purple Finch,White-Crowned Sparrow",9
"Missouri","Western Meadowlark",9
"Missouri","White-Breasted Nuthatch,White-Crowned Sparrow",9
"Missouri","White-Crowned Sparrow,White-Throated Sparrow",9
"Missouri","American Crow,Red-Winged Blackbird",8
"Missouri","American Goldfinch,Blue Jay",8
"Missouri","Baltimore Oriole,Northern Cardinal",8
"Missouri","Black-Capped Chickadee,Common Grackle",8
